method,seed,step,test_loss,test_acc,in_noise
baseline,0,2680,0.2776340842247009,0.90478515625,0
baseline,0,2700,0.2805601954460144,0.90869140625,0
baseline,0,2720,0.28188711404800415,0.912109375,0
baseline,0,2740,0.28285476565361023,0.9091796875,0
baseline,0,2760,0.28779715299606323,0.90185546875,0
baseline,0,2780,0.2948409616947174,0.90478515625,0
baseline,0,2800,0.29034557938575745,0.90771484375,0
baseline,0,2820,0.29110753536224365,0.91162109375,0
baseline,0,2840,0.29446086287498474,0.908203125,0
baseline,0,2860,0.2946683466434479,0.9072265625,0
baseline,0,2880,0.3002222180366516,0.904296875,0
baseline,0,2900,0.30752044916152954,0.90283203125,0
baseline,0,2920,0.30939334630966187,0.9033203125,0
baseline,0,2940,0.30737942457199097,0.90478515625,0
baseline,0,2960,0.30737006664276123,0.90673828125,0
baseline,0,2980,0.3104589283466339,0.90869140625,0
baseline,0,2999,0.3119989335536957,0.90478515625,0
baseline,1,0,1.3701481819152832,0.29931640625,0
baseline,1,20,1.0654141902923584,0.63037109375,0
baseline,1,40,0.657749593257904,0.78759765625,0
baseline,1,60,0.41170811653137207,0.85205078125,0
baseline,1,80,0.3046523928642273,0.890625,0
baseline,1,100,0.2648538053035736,0.892578125,0
baseline,1,120,0.2427959144115448,0.90673828125,0
baseline,1,140,0.22810691595077515,0.9130859375,0
baseline,1,160,0.22347702085971832,0.9140625,0
baseline,1,180,0.22902587056159973,0.90771484375,0
baseline,1,200,0.22214867174625397,0.908203125,0
baseline,1,220,0.2159077376127243,0.921875,0
baseline,1,240,0.2195471227169037,0.91162109375,0
baseline,1,260,0.2189570963382721,0.91650390625,0
baseline,1,280,0.2145998626947403,0.919921875,0
baseline,1,300,0.2144497185945511,0.919921875,0
baseline,1,320,0.22093060612678528,0.91650390625,0
baseline,1,340,0.22185394167900085,0.91748046875,0
baseline,1,360,0.22034591436386108,0.9169921875,0
baseline,1,380,0.22113145887851715,0.9189453125,0
baseline,1,400,0.22811239957809448,0.92236328125,0
baseline,1,420,0.22288654744625092,0.916015625,0
baseline,1,440,0.22455459833145142,0.91650390625,0
baseline,1,460,0.22664451599121094,0.91455078125,0
baseline,1,480,0.23016373813152313,0.91552734375,0
baseline,1,500,0.23213492333889008,0.91552734375,0
baseline,1,520,0.23230718076229095,0.91552734375,0
baseline,1,540,0.23944391310214996,0.91455078125,0
baseline,1,560,0.2399597465991974,0.91455078125,0
baseline,1,580,0.23964005708694458,0.91748046875,0
baseline,1,600,0.24943143129348755,0.91162109375,0
baseline,1,620,0.25800925493240356,0.912109375,0
baseline,1,640,0.2522018253803253,0.9091796875,0
baseline,1,660,0.2533433735370636,0.91064453125,0
baseline,1,680,0.25346213579177856,0.91259765625,0
baseline,1,700,0.2549659013748169,0.9140625,0
baseline,1,720,0.2582608461380005,0.90869140625,0
baseline,1,740,0.27231624722480774,0.912109375,0
baseline,1,760,0.2730267643928528,0.912109375,0
baseline,1,780,0.27052006125450134,0.9130859375,0
baseline,1,800,0.27195024490356445,0.91357421875,0
baseline,1,820,0.2708214223384857,0.91455078125,0
baseline,1,840,0.2740926146507263,0.9111328125,0
baseline,1,860,0.2872564196586609,0.91357421875,0
baseline,1,880,0.2828986942768097,0.91064453125,0
baseline,1,900,0.28066354990005493,0.91552734375,0
baseline,1,920,0.29090744256973267,0.91552734375,0
baseline,1,940,0.2928660213947296,0.91259765625,0
baseline,1,960,0.30036354064941406,0.91162109375,0
baseline,1,980,0.2912676930427551,0.91015625,0
baseline,1,1000,0.2934200167655945,0.9140625,0
baseline,1,1020,0.3122277855873108,0.91162109375,0
baseline,1,1040,0.3047754764556885,0.91064453125,0
baseline,1,1060,0.31379878520965576,0.91259765625,0
baseline,1,1080,0.31757375597953796,0.9130859375,0
baseline,1,1100,0.3229019045829773,0.91259765625,0
baseline,1,1120,0.32878929376602173,0.9111328125,0
baseline,1,1140,0.3367190957069397,0.9111328125,0
baseline,1,1160,0.3317687511444092,0.91552734375,0
baseline,1,1180,0.3385460078716278,0.91162109375,0
baseline,1,1200,0.3333926200866699,0.908203125,1
baseline,1,1220,1.032511830329895,0.62939453125,1
baseline,1,1240,1.2637404203414917,0.58935546875,1
baseline,1,1260,1.197780966758728,0.65966796875,1
baseline,1,1280,1.122972011566162,0.74755859375,1
baseline,1,1300,1.0267361402511597,0.76123046875,1
baseline,1,1320,1.0162662267684937,0.81201171875,1
baseline,1,1340,1.0057711601257324,0.81298828125,1
baseline,1,1360,0.9637951254844666,0.80029296875,1
baseline,1,1380,0.9799231886863708,0.84326171875,1
baseline,1,1400,0.9581137895584106,0.8232421875,1
baseline,1,1420,0.9643152356147766,0.83935546875,1
baseline,1,1440,0.9540225863456726,0.830078125,1
baseline,1,1460,0.9444031119346619,0.84814453125,1
baseline,1,1480,0.9414153695106506,0.84619140625,1
baseline,1,1500,0.9247244596481323,0.84423828125,1
baseline,1,1520,0.9570238590240479,0.85986328125,1
baseline,1,1540,0.9578672647476196,0.85595703125,1
baseline,1,1560,0.9410548806190491,0.8564453125,1
baseline,1,1580,0.9333133697509766,0.84912109375,1
baseline,1,1600,0.9263741970062256,0.86328125,1
baseline,1,1620,0.9229652285575867,0.86572265625,1
baseline,1,1640,0.9220031499862671,0.86181640625,1
baseline,1,1660,0.9253672361373901,0.869140625,1
baseline,1,1680,0.9203436374664307,0.86767578125,1
baseline,1,1700,0.9262112379074097,0.8740234375,0
baseline,1,1720,0.5848168730735779,0.84521484375,0
baseline,1,1740,0.3755336105823517,0.89306640625,0
baseline,1,1760,0.2899428606033325,0.90478515625,0
baseline,1,1780,0.2530892491340637,0.9091796875,0
baseline,1,1800,0.23529329895973206,0.9130859375,0
baseline,1,1820,0.22466295957565308,0.91796875,0
baseline,1,1840,0.22147583961486816,0.90966796875,0
baseline,1,1860,0.2148912101984024,0.91796875,0
baseline,1,1880,0.21241749823093414,0.91357421875,0
baseline,1,1900,0.21128809452056885,0.916015625,0
baseline,1,1920,0.21411094069480896,0.91943359375,0
baseline,1,1940,0.21182937920093536,0.9208984375,0
baseline,1,1960,0.20802631974220276,0.9169921875,0
baseline,1,1980,0.21137766540050507,0.91796875,0
baseline,1,2000,0.21307405829429626,0.91650390625,0
baseline,1,2020,0.2127714306116104,0.91552734375,0
baseline,1,2040,0.21218472719192505,0.91845703125,0
baseline,1,2060,0.2189590185880661,0.92041015625,0
baseline,1,2080,0.22025632858276367,0.91845703125,0
baseline,1,2100,0.22369803488254547,0.9150390625,0
baseline,1,2120,0.2199341207742691,0.9208984375,0
baseline,1,2140,0.22558295726776123,0.91455078125,0
baseline,1,2160,0.2248791754245758,0.91943359375,0
baseline,1,2180,0.2253226339817047,0.91796875,0
baseline,1,2200,0.22925984859466553,0.91796875,0
baseline,1,2220,0.2311205267906189,0.9150390625,0
baseline,1,2240,0.23672375082969666,0.91455078125,0
baseline,1,2260,0.2413065880537033,0.91357421875,0
baseline,1,2280,0.23921217024326324,0.91650390625,0
baseline,1,2300,0.24088633060455322,0.91455078125,0
baseline,1,2320,0.2432452142238617,0.91455078125,0
baseline,1,2340,0.2465989589691162,0.916015625,0
baseline,1,2360,0.2475581169128418,0.91357421875,0
baseline,1,2380,0.24911044538021088,0.91845703125,0
baseline,1,2400,0.256877601146698,0.91650390625,0
baseline,1,2420,0.2599470317363739,0.9169921875,0
baseline,1,2440,0.26029807329177856,0.91552734375,0
baseline,1,2460,0.25914591550827026,0.916015625,0
baseline,1,2480,0.2566583752632141,0.91748046875,0
baseline,1,2500,0.2680549919605255,0.9150390625,0
baseline,1,2520,0.26720431447029114,0.9150390625,0
baseline,1,2540,0.26914867758750916,0.9130859375,0
baseline,1,2560,0.276600182056427,0.91650390625,0
baseline,1,2580,0.2766795754432678,0.91650390625,0
baseline,1,2600,0.2698860764503479,0.916015625,0
baseline,1,2620,0.273176372051239,0.91650390625,0
baseline,1,2640,0.2758556008338928,0.91650390625,0
baseline,1,2660,0.2793121635913849,0.916015625,0
baseline,1,2680,0.2858321964740753,0.9150390625,0
baseline,1,2700,0.28641727566719055,0.9150390625,0
baseline,1,2720,0.295661062002182,0.91357421875,0
baseline,1,2740,0.28655603528022766,0.9169921875,0
baseline,1,2760,0.2922557592391968,0.91455078125,0
baseline,1,2780,0.2994535267353058,0.91455078125,0
baseline,1,2800,0.30158665776252747,0.9140625,0
baseline,1,2820,0.2977807819843292,0.91552734375,0
baseline,1,2840,0.30336952209472656,0.916015625,0
baseline,1,2860,0.3076450228691101,0.916015625,0
baseline,1,2880,0.30622971057891846,0.91650390625,0
baseline,1,2900,0.3062063753604889,0.912109375,0
baseline,1,2920,0.30508968234062195,0.9140625,0
baseline,1,2940,0.3164176046848297,0.912109375,0
baseline,1,2960,0.31292641162872314,0.91015625,0
baseline,1,2980,0.31841352581977844,0.916015625,0
baseline,1,2999,0.3203619718551636,0.9150390625,0
baseline,2,0,1.3329399824142456,0.4052734375,0
baseline,2,20,0.9608621001243591,0.6103515625,0
baseline,2,40,0.5843736529350281,0.83349609375,0
baseline,2,60,0.37166720628738403,0.875,0
baseline,2,80,0.3035675883293152,0.88671875,0
baseline,2,100,0.27465930581092834,0.89306640625,0
baseline,2,120,0.26427844166755676,0.89111328125,0
baseline,2,140,0.25105562806129456,0.89892578125,0
baseline,2,160,0.25214678049087524,0.896484375,0
baseline,2,180,0.2424122542142868,0.90478515625,0
baseline,2,200,0.22616969048976898,0.91259765625,0
baseline,2,220,0.22213532030582428,0.91455078125,0
baseline,2,240,0.2276417762041092,0.9052734375,0
baseline,2,260,0.2225247621536255,0.90869140625,0
baseline,2,280,0.2164987325668335,0.91357421875,0
baseline,2,300,0.21329015493392944,0.91357421875,0
baseline,2,320,0.2165990173816681,0.912109375,0
baseline,2,340,0.22210396826267242,0.90869140625,0
baseline,2,360,0.22171106934547424,0.91064453125,0
baseline,2,380,0.22139614820480347,0.91552734375,0
baseline,2,400,0.21528826653957367,0.9140625,0
baseline,2,420,0.22090023756027222,0.919921875,0
baseline,2,440,0.22856585681438446,0.91064453125,0
baseline,2,460,0.22530105710029602,0.90771484375,0
baseline,2,480,0.22939828038215637,0.91259765625,0
baseline,2,500,0.23113521933555603,0.91064453125,0
baseline,2,520,0.22897008061408997,0.9130859375,0
baseline,2,540,0.23615187406539917,0.91259765625,0
baseline,2,560,0.23286814987659454,0.91259765625,0
baseline,2,580,0.2423400580883026,0.912109375,0
baseline,2,600,0.25291258096694946,0.90966796875,0
baseline,2,620,0.24651144444942474,0.9130859375,0
baseline,2,640,0.24527607858181,0.91162109375,0
baseline,2,660,0.24534036219120026,0.91455078125,0
baseline,2,680,0.25112074613571167,0.91357421875,0
baseline,2,700,0.26251837611198425,0.9052734375,0
baseline,2,720,0.251742959022522,0.912109375,0
baseline,2,740,0.2547914981842041,0.9150390625,0
baseline,2,760,0.2705664038658142,0.908203125,0
baseline,2,780,0.269623726606369,0.9130859375,0
baseline,2,800,0.2765897810459137,0.9130859375,0
baseline,2,820,0.2792765498161316,0.91015625,0
baseline,2,840,0.28050991892814636,0.9091796875,0
baseline,2,860,0.28787681460380554,0.91357421875,0
baseline,2,880,0.28621283173561096,0.9150390625,0
baseline,2,900,0.2925257086753845,0.91259765625,0
baseline,2,920,0.30078601837158203,0.91015625,0
baseline,2,940,0.3066829442977905,0.91162109375,0
baseline,2,960,0.2966954708099365,0.91455078125,0
baseline,2,980,0.31581175327301025,0.90771484375,0
baseline,2,1000,0.31884288787841797,0.90771484375,0
baseline,2,1020,0.3110334575176239,0.9111328125,0
baseline,2,1040,0.3158954381942749,0.91259765625,0
baseline,2,1060,0.3203516900539398,0.912109375,0
baseline,2,1080,0.32419294118881226,0.912109375,0
baseline,2,1100,0.32716405391693115,0.9111328125,0
baseline,2,1120,0.3381827473640442,0.90966796875,0
baseline,2,1140,0.33982399106025696,0.9072265625,0
baseline,2,1160,0.33364930748939514,0.9130859375,0
baseline,2,1180,0.34512007236480713,0.90966796875,0
baseline,2,1200,0.34561994671821594,0.9091796875,1
baseline,2,1220,0.9998481273651123,0.646484375,1
baseline,2,1240,1.2389569282531738,0.58056640625,1
baseline,2,1260,1.1312832832336426,0.6787109375,1
baseline,2,1280,1.1103929281234741,0.7265625,1
baseline,2,1300,1.0400440692901611,0.7548828125,1
baseline,2,1320,1.0003139972686768,0.802734375,1
baseline,2,1340,0.9550700187683105,0.8251953125,1
baseline,2,1360,0.9655148386955261,0.84033203125,1
baseline,2,1380,0.9497488141059875,0.85302734375,1
baseline,2,1400,0.9605262279510498,0.84765625,1
baseline,2,1420,0.9378104209899902,0.8427734375,1
baseline,2,1440,0.9384395480155945,0.86279296875,1
baseline,2,1460,0.9434483051300049,0.865234375,1
baseline,2,1480,0.9329771995544434,0.86572265625,1
baseline,2,1500,0.9256985187530518,0.85693359375,1
baseline,2,1520,0.9191358685493469,0.86865234375,1
baseline,2,1540,0.9302664399147034,0.86328125,1
baseline,2,1560,0.914604127407074,0.8603515625,1
baseline,2,1580,0.9198887348175049,0.8623046875,1
baseline,2,1600,0.9151219725608826,0.86572265625,1
baseline,2,1620,0.9137178063392639,0.8623046875,1
baseline,2,1640,0.9056582450866699,0.87353515625,1
baseline,2,1660,0.922429084777832,0.86572265625,1
baseline,2,1680,0.9225114583969116,0.87646484375,1
baseline,2,1700,0.8914169073104858,0.8681640625,0
baseline,2,1720,0.5388339757919312,0.86962890625,0
baseline,2,1740,0.3769858479499817,0.88818359375,0
baseline,2,1760,0.3124050199985504,0.89794921875,0
baseline,2,1780,0.28564679622650146,0.89599609375,0
baseline,2,1800,0.26679491996765137,0.90185546875,0
baseline,2,1820,0.25293663144111633,0.90478515625,0
baseline,2,1840,0.24624785780906677,0.90283203125,0
baseline,2,1860,0.23947858810424805,0.91162109375,0
baseline,2,1880,0.23388925194740295,0.91162109375,0
baseline,2,1900,0.23276950418949127,0.9111328125,0
baseline,2,1920,0.2322773039340973,0.90771484375,0
baseline,2,1940,0.22667112946510315,0.9150390625,0
baseline,2,1960,0.22263352572917938,0.91650390625,0
baseline,2,1980,0.22469942271709442,0.916015625,0
baseline,2,2000,0.22188104689121246,0.91796875,0
baseline,2,2020,0.22113890945911407,0.91455078125,0
baseline,2,2040,0.2191242128610611,0.916015625,0
baseline,2,2060,0.22483299672603607,0.9169921875,0
baseline,2,2080,0.2292546033859253,0.9150390625,0
baseline,2,2100,0.22345347702503204,0.9150390625,0
baseline,2,2120,0.22932249307632446,0.9169921875,0
baseline,2,2140,0.22628936171531677,0.91162109375,0
baseline,2,2160,0.22884522378444672,0.916015625,0
baseline,2,2180,0.2340548038482666,0.9150390625,0
baseline,2,2200,0.22838462889194489,0.91455078125,0
baseline,2,2220,0.23363672196865082,0.91552734375,0
baseline,2,2240,0.23403626680374146,0.912109375,0
baseline,2,2260,0.2369125932455063,0.91259765625,0
baseline,2,2280,0.24349460005760193,0.91162109375,0
baseline,2,2300,0.24319781363010406,0.91357421875,0
baseline,2,2320,0.24364449083805084,0.91650390625,0
baseline,2,2340,0.2508932054042816,0.9111328125,0
baseline,2,2360,0.25180238485336304,0.91552734375,0
baseline,2,2380,0.24974116683006287,0.912109375,0
baseline,2,2400,0.251054048538208,0.9130859375,0
baseline,2,2420,0.25654345750808716,0.91015625,0
baseline,2,2440,0.25491905212402344,0.9130859375,0
baseline,2,2460,0.2609727680683136,0.90869140625,0
baseline,2,2480,0.26381754875183105,0.91015625,0
baseline,2,2500,0.26483362913131714,0.9150390625,0
baseline,2,2520,0.2746531367301941,0.91162109375,0
baseline,2,2540,0.2733539640903473,0.91259765625,0
baseline,2,2560,0.27176567912101746,0.91259765625,0
baseline,2,2580,0.2723732590675354,0.91064453125,0
baseline,2,2600,0.26923874020576477,0.9140625,0
baseline,2,2620,0.2775687575340271,0.9140625,0
baseline,2,2640,0.2765536308288574,0.91015625,0
baseline,2,2660,0.28280460834503174,0.91455078125,0
baseline,2,2680,0.28262677788734436,0.9208984375,0
baseline,2,2700,0.28308477997779846,0.9150390625,0
baseline,2,2720,0.2941426932811737,0.9091796875,0
baseline,2,2740,0.2940118908882141,0.91259765625,0
baseline,2,2760,0.29373055696487427,0.9140625,0
baseline,2,2780,0.2942911684513092,0.916015625,0
baseline,2,2800,0.2993045449256897,0.9169921875,0
baseline,2,2820,0.3018542528152466,0.9130859375,0
baseline,2,2840,0.30403193831443787,0.91357421875,0
baseline,2,2860,0.3095923662185669,0.912109375,0
baseline,2,2880,0.3142485022544861,0.91357421875,0
baseline,2,2900,0.30819928646087646,0.91455078125,0
baseline,2,2920,0.31731998920440674,0.91259765625,0
baseline,2,2940,0.3073171377182007,0.91650390625,0
baseline,2,2960,0.31366220116615295,0.916015625,0
baseline,2,2980,0.31967034935951233,0.9130859375,0
baseline,2,2999,0.3208596110343933,0.9140625,0
rcod-default,0,0,1.3690290451049805,0.3525390625,0
rcod-default,0,20,1.1013449430465698,0.4638671875,0
rcod-default,0,40,0.7197524309158325,0.751953125,0
rcod-default,0,60,0.4326358437538147,0.85888671875,0
rcod-default,0,80,0.3083253502845764,0.8916015625,0
rcod-default,0,100,0.26138579845428467,0.90576171875,0
rcod-default,0,120,0.2361251413822174,0.9111328125,0
rcod-default,0,140,0.2237815111875534,0.91357421875,0
rcod-default,0,160,0.2218831181526184,0.91162109375,0
rcod-default,0,180,0.21863172948360443,0.9111328125,0
rcod-default,0,200,0.2191421389579773,0.91455078125,0
rcod-default,0,220,0.21026036143302917,0.91845703125,0
rcod-default,0,240,0.20754587650299072,0.91796875,0
rcod-default,0,260,0.21115344762802124,0.9169921875,0
rcod-default,0,280,0.21629822254180908,0.9091796875,0
rcod-default,0,300,0.20515233278274536,0.923828125,0
rcod-default,0,320,0.21210262179374695,0.916015625,0
rcod-default,0,340,0.20740997791290283,0.91845703125,0
rcod-default,0,360,0.21580074727535248,0.9169921875,0
rcod-default,0,380,0.21542476117610931,0.916015625,0
rcod-default,0,400,0.21177172660827637,0.9189453125,0
rcod-default,0,420,0.21633432805538177,0.91796875,0
rcod-default,0,440,0.21097691357135773,0.92138671875,0
rcod-default,0,460,0.2202044129371643,0.92138671875,0
rcod-default,0,480,0.2260412573814392,0.91845703125,0
rcod-default,0,500,0.22778604924678802,0.91259765625,0
rcod-default,0,520,0.22699366509914398,0.9130859375,0
rcod-default,0,540,0.22567415237426758,0.9150390625,0
rcod-default,0,560,0.23273688554763794,0.9140625,0
rcod-default,0,580,0.23970596492290497,0.9111328125,0
rcod-default,0,600,0.23519167304039001,0.916015625,0
rcod-default,0,620,0.22739803791046143,0.9169921875,0
rcod-default,0,640,0.2367347776889801,0.91357421875,0
rcod-default,0,660,0.24587230384349823,0.91015625,0
rcod-default,0,680,0.24113577604293823,0.90966796875,0
rcod-default,0,700,0.24451807141304016,0.91259765625,0
rcod-default,0,720,0.24762506783008575,0.91357421875,0
rcod-default,0,740,0.25617343187332153,0.90478515625,0
rcod-default,0,760,0.2541089355945587,0.9130859375,0
rcod-default,0,780,0.25851649045944214,0.90966796875,0
rcod-default,0,800,0.26598483324050903,0.90478515625,0
rcod-default,0,820,0.258897602558136,0.90771484375,0
rcod-default,0,840,0.25551286339759827,0.9150390625,0
rcod-default,0,860,0.2680395245552063,0.91064453125,0
rcod-default,0,880,0.27030739188194275,0.9033203125,0
rcod-default,0,900,0.2734698951244354,0.90576171875,0
rcod-default,0,920,0.26587212085723877,0.91064453125,0
rcod-default,0,940,0.271998792886734,0.9091796875,0
rcod-default,0,960,0.295474112033844,0.9052734375,0
rcod-default,0,980,0.2809622585773468,0.9072265625,0
rcod-default,0,1000,0.28207939863204956,0.9140625,0
rcod-default,0,1020,0.28614166378974915,0.908203125,0
rcod-default,0,1040,0.2871970534324646,0.91357421875,0
rcod-default,0,1060,0.2990415692329407,0.908203125,0
rcod-default,0,1080,0.29392558336257935,0.9091796875,0
rcod-default,0,1100,0.29663321375846863,0.90625,0
rcod-default,0,1120,0.29949307441711426,0.9111328125,0
rcod-default,0,1140,0.30451321601867676,0.91064453125,0
rcod-default,0,1160,0.30603137612342834,0.91064453125,0
rcod-default,0,1180,0.3212762475013733,0.90380859375,0
rcod-default,0,1200,0.3093935251235962,0.90576171875,1
rcod-default,0,1220,1.0519193410873413,0.6298828125,1
rcod-default,0,1240,1.2149873971939087,0.5166015625,1
rcod-default,0,1260,1.161142110824585,0.64013671875,1
rcod-default,0,1280,1.1054906845092773,0.70947265625,1
rcod-default,0,1300,1.0521646738052368,0.7470703125,1
rcod-default,0,1320,1.0087168216705322,0.76025390625,1
rcod-default,0,1340,0.9847847819328308,0.791015625,1
rcod-default,0,1360,0.9822791814804077,0.81787109375,1
rcod-default,0,1380,0.9740148186683655,0.8173828125,1
rcod-default,0,1400,0.9495837688446045,0.826171875,1
